period,reporterDesc,qtyUnitAbbr,qty,isQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue
2015,Switzerland,kg,581805161,true,581805161,true,0,false,0,964434421,964434421
2015,Thailand,kg,3683449675,true,,true,,false,33116272.35,,33116272.35
2015,Thailand,kg,104062,true,104062,true,,false,,4048.6,4048.6
2015,Trinidad and Tobago,kg,1188,false,1188,false,0,false,11124374,0,11124374
2015,United Arab Emirates,kg,404574.7,false,404574.7,false,,false,213971043,,213971043
2015,United Arab Emirates,kg,154450,false,154450,false,,false,,163875591,163875591
2015,Tunisia,kg,70011,false,70011,false,,false,539601,,539601
2015,Tunisia,kg,4332011,false,4332011,false,,false,,4193244,4193244
2015,T�rkiye,kg,18660239,false,18660239,false,0,false,25851055,23382954,25851055
2015,T�rkiye,kg,14489749,false,14489749,false,0,false,0,43707758,43707758
2015,Ukraine,kg,1775473,false,1775473,false,,false,1471048,,1471048
2015,Ukraine,kg,173764,false,173764,false,,false,,381599,381599
2015,North Macedonia,kg,246874,false,246874,false,,false,157351.14,,157351.14
2015,North Macedonia,kg,1357065,false,1357065,false,,false,,1325265.97,1325265.97
2015,Egypt,N/A,0,false,0,false,0,false,46752579.79,0,46752579.79
2015,Egypt,kg,820345551,true,820345551,true,0,false,0,1943097983,1943097983
2015,United Kingdom,kg,42972075,false,42972075,false,,false,113642515,,113642515
2015,United Kingdom,kg,33731631,false,33731631,false,,false,,111792497,111792497
2015,United Rep. of Tanzania,kg,1324,false,1324,false,,false,6481,,6481
2015,USA,kg,4023681,false,4023681,false,,false,20478969,,20478969
2015,USA,kg,5438828,false,5438828,false,,false,,17776926,17776926
2015,Burkina Faso,kg,6648,false,6648,false,0,false,7419055,0,7419055
2015,Uruguay,kg,17461071,false,17461071,false,,false,54741109,,54741109
2015,Uruguay,kg,18291243,false,18291243,false,,false,,101903003,101903003
2015,Samoa,kg,217,false,217,false,,false,425,,425
2015,Zambia,kg,94713,true,94713,true,0,false,206018,,206018
2016,Albania,kg,341775,false,341775,false,,false,,220124,220124
2016,Algeria,kg,769300,false,769300,false,,false,,361868,361868
2016,Andorra,kg,65,false,65,false,0,false,1861.13,,1861.13
2016,Angola,kg,5710,false,108465,false,,false,97730.55,71994,97730.55
2016,Antigua and Barbuda,kg,2,false,2,false,,false,21,,21
2016,Azerbaijan,kg,31839,false,31839,false,0,false,,95241,95241
2016,Argentina,kg,34929,false,34929,false,,false,302950.9,297860.3,302950.9
2016,Argentina,kg,21425370.5,false,21425370.5,false,,false,,101164543.74,101164543.74
2016,Australia,kg,2301985,false,2301985,false,,false,,10958267,10958267
2016,Australia,kg,332270451,false,332270451,false,,false,,2254257040,2254257040
2016,Austria,kg,910502779,true,910502779,true,,false,5854523505,,5854523505
2016,Austria,kg,52382632,true,52382632,true,,false,,303153799,303153799
2016,Bahamas,kg,26308,false,26308,false,0,false,211,,211
2016,Bahrain,kg,1155.35,false,1028,false,,false,4473078,,4473078
2016,Bangladesh,kg,14011479,true,14011479,true,0,false,79595159,,79595159
2016,Barbados,kg,3,false,3,false,,false,44,,44
2016,Belgium,kg,15445962.72,false,15445962.72,false,0,false,33911609852,0,33911609852
2016,Belgium,kg,8471199.69,false,8471199.69,false,0,false,0,23279176932,23279176932
2016,Bermuda,kg,29,false,29,false,,false,174,,174
2016,Bolivia (Plurinational State of),kg,49130,false,49132.2,false,0,false,359874.42,350100.74,359874.42
2016,Bolivia (Plurinational State of),kg,25491,false,25491,false,0,false,0,88389.8,88389.8
2016,Bosnia Herzegovina,kg,155,false,155,false,,false,167,,167
2016,Bosnia Herzegovina,kg,451150,false,451150,false,,false,,235940,235940
2016,Botswana,kg,1770,false,1770,false,,false,7605,,7605
2016,Brazil,kg,174554,false,174554,false,0,false,816792,802981,816792
2016,Brazil,kg,6968406,false,6968406,false,0,false,,25066822,25066822
2016,Belize,kg,39,true,39,true,,false,100,,100
2016,Solomon Isds,N/A,,false,,false,,false,1068,,1068
2016,Brunei Darussalam,kg,3,false,3,false,,false,499,,499
2016,Brunei Darussalam,kg,2,false,2,false,,false,,1218,1218
2016,Bulgaria,kg,5263791,false,5263791,false,,false,22941168544,,22941168544
2016,Bulgaria,kg,509971,false,509971,false,,false,,2934093809,2934093809
2016,Myanmar,kg,2622957,true,,true,0,false,5692.06,,5692.06
2016,Myanmar,kg,95516341,true,95516341,true,0,false,,184631.1,184631.1
2016,Belarus,kg,5865765,false,5865765,false,,false,18237600,,18237600
2016,Belarus,kg,2046321,false,2046321,false,,false,,8404300,8404300
2016,Cambodia,kg,12826,false,12826,false,,false,7850,,7850
2016,Cameroon,kg,500,false,500,false,,false,169,,169
2016,Canada,kg,620995,false,620995,false,0,false,,3035704772,3035704772
2016,Canada,kg,609322,false,609322,false,0,false,,2303760581,2303760581
2016,Sri Lanka,N/A,,false,,false,,false,52317,,52317
2016,Chile,kg,3566278,true,3566278,true,0,false,8382766,8021803,8382766
2016,Chile,kg,2161493,false,2161493,false,0,false,0,8562691,8562691
2016,China,kg,620669421882,true,620669421882,true,0,false,2339557863,0,2339557863
2016,China,kg,7409770857,true,7409770857,true,0,false,0,47770274,47770274
2016,Comoros,kg,6520,false,6520,false,0,false,5357045,,5357045
2016,Congo,kg,1972,false,1972,false,0,false,1179708,,1179708
2016,Dem. Rep. of the Congo,kg,5000,false,5000,false,0,false,5020224,0,5020224
2016,Croatia,kg,1,false,1,false,,false,24,,24
2016,Croatia,kg,81369,false,81369,false,,false,,60300,60300
2016,Cyprus,kg,244726,false,244726,false,0,false,,172049254,172049254
2016,Czechia,kg,36102461,true,36102461,true,,false,193686676,,193686676
2016,Czechia,kg,320334,true,320334,true,,false,,450896,450896
2016,Benin,kg,136,false,136,false,0,false,134961,0,134961
2016,Denmark,kg,7665662,false,7665662,false,,false,24706191003,,24706191003
2016,Denmark,kg,8504,false,8504,false,,false,,172002047,172002047
2016,Dominican Rep.,kg,500436,false,500436,false,0,false,7997.39,7682415,7997.39
2016,Ecuador,kg,32186,false,32186,false,,false,247690,,247690
2016,Ecuador,kg,3911,false,3911,false,,false,,1710,1710
2016,Ethiopia,kg,21608.34,false,21608.34,false,0,false,31060927,,31060927
2016,Estonia,kg,344590.6,false,344590.6,false,,false,1278852148,,1278852148
2016,Estonia,kg,68.2,false,68.2,false,,false,,1132647,1132647
2016,Fiji,kg,65,false,65,false,0,false,0,701965,701965
2016,Finland,kg,243,false,243,false,,false,25266,,25266
2016,Finland,kg,229,true,229,true,,false,,33729,33729
2016,France,kg,1917811,false,1917811,false,,false,5119507,,5119507
2016,France,kg,7190103,true,7190103,true,,false,,13909592,13909592
2016,Georgia,kg,20630,false,20630,false,0,false,18391,0,18391
2016,Georgia,kg,1061708.3,false,1061708.3,false,0,false,0,539107.62,539107.62
2016,Germany,kg,19832500363,true,19832500363,true,,false,107611748346,,107611748346
2016,Germany,kg,23394248059,true,23394248059,true,,false,,110106349804,110106349804
2016,Ghana,kg,59830,false,59830,false,,false,29231,,29231
2016,Ghana,kg,487,false,487,false,,false,,60,60
2016,Greece,kg,120713,false,120713,false,,false,413858,,413858
2016,Greece,kg,2645890,false,2645890,false,,false,,1536356,1536356
2016,Grenada,kg,20,false,20,false,0,false,228889,0,228889
2016,Guatemala,kg,16,false,16,false,,false,,16,16
2016,Guinea,kg,13960,false,13960,false,0,false,25803.71,,25803.71
2016,Honduras,kg,108,false,108,false,,false,333,,333
2016,"China, Hong Kong SAR",kg,1167766475,true,,true,,false,2021878012,,2021878012
2016,"China, Hong Kong SAR",kg,42505,false,42505,false,,false,,213292513,213292513
2016,Hungary,N/A,0,true,,true,,false,6774216,,6774216
2016,Hungary,N/A,0,false,,false,,false,,8135422,8135422
2016,Iceland,kg,126855,false,126855,false,,false,751317,,751317
2016,Iceland,kg,600957,true,600957,true,,false,,1614792,1614792
2016,Indonesia,kg,164932,false,164932,false,,false,673907,,673907
2016,Indonesia,kg,2290,false,2290,false,,false,,4357,4357
2016,Iran,kg,2121145,false,2121145,false,,false,12437834.04,,12437834.04
2016,Iran,kg,1676737,false,1676737,false,,false,,4396503,4396503
2016,Iraq,kg,60000,false,60000,false,,false,,30000,30000
2016,Ireland,kg,1608840,false,1608840,false,0,false,3812560241,0,3812560241
2016,Ireland,kg,7259751,false,7259751,false,0,false,0,12646825033,12646825033
2016,Israel,kg,395422,false,395422,false,,false,,468000,468000
2016,Italy,kg,31034799,false,31034799,false,,false,219925046.21,,219925046.21
2016,Italy,kg,9092742,false,9092742,false,,false,,17381565555,17381565555
2016,C�te d'Ivoire,kg,301,false,301,false,0,false,303687,,303687
2016,C�te d'Ivoire,kg,13,false,13,false,0,false,,11779,11779
2016,Jamaica,kg,774,false,774,false,,false,2786,,2786
2016,Japan,kg,5496132,false,5496132,false,,false,35688412,,35688412
2016,Japan,kg,152,false,152,false,,false,,3527,3527
2016,Kazakhstan,kg,32448,false,32448,false,,false,96335,,96335
2016,Kazakhstan,kg,5968632,false,5968632,false,,false,,3000240,3000240
2016,Jordan,kg,65302,false,65302,false,,false,,36970,36970
2016,Kenya,kg,905,false,905,false,0,false,2013.97,,2013.97
2016,Kenya,kg,1850866,false,1850866,false,0,false,,3338790.61,3338790.61
2016,Rep. of Korea,kg,10145399,false,10145399,false,,false,97719149,,97719149
2016,Rep. of Korea,kg,140,false,140,false,,false,,7865,7865
2016,Kuwait,kg,140000,false,140000,false,,false,118933145,,118933145
2016,Kuwait,kg,339280,false,339280,false,,false,,108684.25,108684.25
2016,Kyrgyzstan,kg,155100,false,155100,false,,false,19910,,19910
2016,Kyrgyzstan,kg,1633263,false,1633263,false,,false,,510594,510594
2016,Lebanon,kg,201153,false,201153,false,,false,,629927,629927
2016,Lesotho,kg,76079105,true,76079105,true,126399.5,false,48040.86,,48040.86
2016,Lesotho,kg,3777937.25,false,3777937.25,false,3777988.25,false,,18035089432,18035089432
2016,Latvia,kg,599489812,true,599489812,true,0,false,3340186065,,3340186065
2016,Latvia,kg,219650,false,219650,false,0,false,,1240446419,1240446419
2016,Libya,kg,1105,false,1105,false,0,false,998,,998
2016,Libya,kg,3271369,false,3271369,false,0,false,,2435707,2435707
2016,Lithuania,kg,9676524.93,false,9676524.93,false,,false,32683850,,32683850
2016,Lithuania,kg,28446.5,false,28446.5,false,,false,,182550,182550
2016,Luxembourg,kg,11,false,11,false,,false,260,,260
2016,Madagascar,kg,344.18,false,344.18,false,0,false,6079665,,6079665
2016,Malawi,kg,1964,false,1964,false,0,false,3621479,,3621479
2016,Malaysia,kg,6970295,false,6970295,false,,false,32380168,,32380168
2016,Malaysia,kg,2111341,false,2111341,false,,false,,18414021,18414021
2016,Mali,kg,18686,false,18686,false,,false,34473,,34473
2016,Mauritius,kg,864402,false,864402,false,,false,7368069144,7271315552,7368069144
2016,Mauritius,kg,240,false,240,false,,false,,5497972,5497972
2016,Mexico,N/A,0,true,0,true,0,false,,8124050,8124050
2016,Mexico,kg,25904183,true,25904183,true,0,false,,96371,96371
2016,"Other Asia, nes",kg,3485349,false,3485349,false,,false,22640642,,22640642
2016,"Other Asia, nes",kg,23922,false,23922,false,,false,,152628,152628
2016,Mongolia,kg,47946,false,47946,false,,false,24567,,24567
2016,Mongolia,kg,14090610,false,14090610,false,,false,,16356613,16356613
2016,Rep. of Moldova,kg,571304,false,571304,false,0,false,395677,,395677
2016,Rep. of Moldova,kg,499803,false,499803,false,0,false,,373366,373366
2016,Montenegro,kg,851.79,false,851.79,false,,false,1679.83,,1679.83
2016,Montenegro,kg,81105,false,81105,false,,false,,23328.72,23328.72
2016,Morocco,kg,359871,false,359871,false,,false,1850534,,1850534
2016,Morocco,kg,3619613,false,3619613,false,,false,,2731666,2731666
2016,Mozambique,kg,49827,false,35084,false,,false,102860.44,,102860.44
2016,Namibia,kg,16519,false,16519,false,,false,66025,,66025
2016,Namibia,kg,969,false,969,false,,false,,15347,15347
2016,Nepal,kg,4606282.89,false,4606282.89,false,,false,17396074.86,,17396074.86
2016,Netherlands,kg,513442822,true,513442822,true,0,false,2232261584,,2232261584
2016,Netherlands,kg,2199597063,true,2199597063,true,0,false,,5051769.24,5051769.24
2016,Aruba,kg,13763,true,13763,true,,false,274.83,,274.83
2016,New Zealand,kg,663139,false,663139,false,671065,false,2822187814,,2822187814
2016,New Zealand,kg,103405937,false,103405937,false,105290993,false,,463470012562,463470012562
2016,Nicaragua,kg,156.9,false,156.9,false,156.9,false,582.59,,582.59
2016,Nicaragua,kg,40,false,40,false,40,false,,370,370
2016,Niger,kg,1339,false,1339,false,0,false,219311,,219311
2016,Niger,kg,2500,false,2500,false,0,false,,421752,421752
2016,Nigeria,N/A,,false,,false,,false,39502,,39502
2016,Norway,kg,231075,false,231075,false,,false,787897,,787897
2016,Norway,kg,4164796,false,4164796,false,,false,,6287368,6287368
2016,Pakistan,kg,1135218,false,1135218,false,,false,4936652,,4936652
2016,Pakistan,kg,1021500,false,1021500,false,,false,,1961163,1961163
2016,Panama,kg,491,false,491,false,491,false,3122,0,3122
2016,Panama,kg,1427751,true,1427751,true,491,false,0,3122,3122
2016,Paraguay,kg,7800,false,7800,false,,false,,9790,9790
2016,Peru,kg,14213.5,false,14213.5,false,0,false,32389.42,29046.76,32389.42
2016,Peru,kg,7148180.35,false,7148180.35,false,0,false,,20258080.92,20258080.92
2016,Philippines,kg,465709,false,465709,false,,false,8185363,,8185363
2016,Poland,kg,2704764,true,2704764,true,,false,4986955,,4986955
2016,Poland,kg,300587,false,300587,false,,false,,831958,831958
2016,Portugal,kg,6556692,false,6556692,false,,false,10584150881,,10584150881
2016,Portugal,kg,4364379,false,4364379,false,,false,,6621622556,6621622556
2016,Romania,kg,392032,false,392032,false,,false,1435373,,1435373
2016,Romania,kg,12458984,false,12458984,false,,false,,7947304,7947304
2016,Russian Federation,kg,4779681.1,false,4779681.1,false,,false,3670529.92,,3670529.92
2016,Russian Federation,kg,7027825.4,false,7027825.4,false,,false,,16697319.76,16697319.76
2016,Saint Vincent and the Grenadines,kg,1,false,1,false,,false,34941,,34941
2016,Saudi Arabia,kg,10292000,false,10292000,false,,false,,5748157728,5748157728
2016,Senegal,kg,2985,false,2985,false,,false,1831,,1831
2016,Serbia,kg,579743,true,579743,true,,false,977635,,977635
2016,Serbia,kg,1861553,false,1861553,false,,false,,2469246,2469246
2016,Seychelles,kg,25.93,false,25.93,false,0,false,15877,0,15877
2016,Sierra Leone,kg,4000,false,4000,false,,false,6623,,6623
2016,India,kg,89150598,false,89150598,false,,false,288736778,,288736778
2016,India,kg,123225,false,123225,false,,false,,316318,316318
2016,Singapore,kg,18,false,18,false,,false,2194535,,2194535
2016,Singapore,kg,4709.8,false,4709.8,false,,false,,15315768,15315768
2016,Slovakia,kg,745812276,true,745812276,true,0,false,1624888221,1624888221,1624888221
2016,Slovakia,kg,699593,false,699593,false,0,false,,1084200419,1084200419
2016,Viet Nam,kg,133719709,true,133719709,true,,false,410872.42,,410872.42
2016,Slovenia,kg,198343.98,false,198343.98,false,0,false,355786.16,,355786.16
2016,Slovenia,kg,308936.96,false,308936.96,false,0,false,,415699.4,415699.4
2016,South Africa,kg,5918638.08,false,5918638.08,false,0,false,,26743679.55,26743679.55
2016,South Africa,kg,48597325.27,false,48597325.27,false,0,false,,273193205.83,273193205.83
2016,Zimbabwe,kg,175,false,175,false,0,false,517.23,,517.23
2016,Spain,kg,3648690.12,false,3648690.12,false,0,false,9282629975,,9282629975
2016,Spain,kg,15359855.91,false,15359855.91,false,0,false,,39415571367,39415571367
2016,Eswatini,kg,10388225,true,10388225,true,0,false,14943415,,14943415
2016,Sweden,kg,105805176,true,0,true,0,false,593412435,0,593412435
2016,Sweden,kg,27679555,true,27679555,true,0,false,0,64349268,64349268
2016,Switzerland,kg,609437997,true,609437997,true,0,false,2808163026,0,2808163026
2016,Switzerland,kg,618065956,true,618065956,true,0,false,0,1100647898,1100647898
2016,Thailand,kg,3709374,false,3709374,false,,false,34227754.2,,34227754.2
2016,United Arab Emirates,kg,153930.5,false,153930.5,false,,false,106915757,,106915757
2016,United Arab Emirates,kg,485402,false,485402,false,,false,,279830507,279830507
2016,Tunisia,kg,114630,false,114630,false,,false,1373646,,1373646
2016,Tunisia,kg,4207716,false,4207716,false,,false,,3491573,3491573
2016,T�rkiye,kg,14421751,false,14421751,false,0,false,15639789,14074141,15639789
2016,T�rkiye,kg,11114138,false,11114138,false,0,false,,25619547,25619547
2016,Uganda,kg,400,false,400,false,,false,688,,688
2016,Ukraine,kg,1484226,false,1484226,false,,false,1457524.08,,1457524.08
2016,Ukraine,kg,28719.6,false,28719.6,false,,false,,93139.79,93139.79
2016,North Macedonia,kg,164693,false,164693,false,,false,100622.34,,100622.34
2016,North Macedonia,kg,652205,false,652205,false,,false,,635122.13,635122.13
2016,Egypt,N/A,0,false,0,false,0,false,45770604147,0,45770604147
2016,Egypt,kg,855593359,true,855593359,true,0,false,0,1993419047,1993419047
2016,United Kingdom,kg,38463369,false,38463369,false,,false,90674629,,90674629
2016,United Kingdom,kg,33414320,false,33414320,false,,false,,94966200,94966200
2016,United Rep. of Tanzania,kg,2708,false,2708,false,,false,3800,,3800
2016,USA,kg,2761298678,true,3380208678,true,0,false,17732811,,17732811
2016,USA,kg,3693194,false,4967001,false,0,false,,15677073,15677073
2016,Burkina Faso,kg,41831,false,41831,false,,false,17812,,17812
2016,Uruguay,kg,15299109,false,15299109,false,,false,50575996,,50575996
2016,Uruguay,kg,13466270,false,13466270,false,,false,,81228028,81228028
2016,Samoa,kg,1404,false,1404,false,,false,946,,946
2016,Zambia,kg,350997,true,350997,true,0,false,1308523,,1308523
2017,Afghanistan,N/A,0,false,0,false,0,false,,3990817.98,3990817.98
2017,Algeria,kg,10,false,10,false,,false,197.44,,197.44
2017,Algeria,kg,2158400,false,2158400,false,,false,,1240114.46,1240114.46
2017,Andorra,kg,180,false,180,false,0,false,570638,,570638
2017,Angola,kg,3928,false,28450,false,,false,31454.59,24002.38,31454.59
2017,Antigua and Barbuda,kg,49.61,false,49.61,false,0,false,772336,,772336
2017,Azerbaijan,kg,55439,false,55439,false,0,false,19384.74,,19384.74
2017,Azerbaijan,kg,277707,false,277707,false,0,false,,173082.63,173082.63
2017,Argentina,kg,8446,false,8446,false,,false,93346.1,91530.47,93346.1
2017,Argentina,kg,12234806,false,12234806,false,,false,,64856021.06,64856021.06
2017,Australia,kg,2087214,false,2087214,false,0,false,8946372126,8824044227,8946372126
2017,Australia,kg,348159865638,true,348159865638,true,354756517.92,false,,2801626569661,2801626569661
2017,Austria,kg,982577125,true,982577125,true,,false,5883617359,,5883617359
2017,Austria,kg,8867252,true,8867252,true,,false,,175676331,175676331
2017,Bahamas,kg,28576,false,28576,false,0,false,303,,303
2017,Bahrain,kg,242.88,false,242.88,false,,false,2388453,,2388453
2017,Bahrain,kg,1.32,false,1.32,false,,false,,47925,47925
2017,Bangladesh,kg,12201277,true,12201277,true,0,false,118601081,,118601081
2017,Barbados,kg,3,false,3,false,,false,518.5,,518.5
2017,Belgium,kg,17022196.53,false,17022196.53,false,0,false,33132829071,0,33132829071
2017,Belgium,kg,8692769002,true,8692769002,true,0,false,0,22558006545,22558006545
2017,Bermuda,kg,5,false,5,false,,false,59.42,,59.42
2017,Bhutan,kg,50,false,50,false,0,false,338201,,338201
2017,Bolivia (Plurinational State of),kg,54616,false,54618.87,false,0,false,491019.09,477343.11,491019.09
2017,Bolivia (Plurinational State of),kg,20334,false,20334,false,0,false,0,82723.52,82723.52
2017,Bosnia Herzegovina,kg,722.63,false,722.63,false,,false,9943.06,,9943.06
2017,Bosnia Herzegovina,kg,186105,false,186105,false,,false,,91839.73,91839.73
2017,Botswana,kg,19268,false,4848.96,false,0,false,12620576,0,12620576
2017,Brazil,kg,421326,false,421326,false,0,false,1671233,1652445,1671233
2017,Brazil,kg,6386165,false,6386165,false,0,false,,23814785,23814785
2017,Solomon Isds,kg,31018,true,31018,true,,false,76581,,76581
2017,Bulgaria,kg,6355071,false,6355071,false,,false,31430144639,,31430144639
2017,Bulgaria,kg,218369,false,218369,false,,false,,411264.44,411264.44
2017,Myanmar,kg,112961912,true,112961912,true,0,false,610019.92,,610019.92
2017,Burundi,kg,8,false,8,false,,false,6.39,,6.39
2017,Belarus,kg,7338479,false,7338479,false,,false,23415100,,23415100
2017,Belarus,kg,2600623,false,2600623,false,,false,,10552900,10552900
2017,Cambodia,kg,6238,true,6238,true,0,false,9164.96,,9164.96
2017,Cameroon,kg,6993,false,6993,false,,false,16272483,,16272483
2017,Canada,kg,626366,false,626366,false,0,false,0,2729057648,2729057648
2017,Canada,kg,1022547,false,1022547,false,0,false,0,2608991964,2608991964
2017,Central African Rep.,kg,206,false,206,false,,false,14664.32,,14664.32
2017,Sri Lanka,kg,786.17,false,786.17,false,,false,19260002,,19260002
2017,Chile,kg,5404924,true,5404924,true,0,false,9088634,8590021,9088634
2017,Chile,kg,3236440,false,3236440,false,0,false,0,12841817,12841817
2017,China,kg,343700318,false,343700318,false,,false,2745102541,,2745102541
2017,China,kg,8129735,false,8129735,false,,false,,34477024,34477024
2017,Colombia,kg,12,false,12,false,,false,2226.71,2152.66,2226.71
2017,Comoros,kg,2785,false,2785,false,0,false,2986883,,2986883
2017,Congo,kg,9417,false,9417,false,0,false,3672868,,3672868
2017,Croatia,kg,135424,false,135424,false,,false,,90081,90081
2017,Cyprus,kg,189265,false,189265,false,0,false,,95721.26,95721.26
2017,Czechia,kg,34039019175,true,34039019175,true,,false,197998639,193557902,197998639
2017,Czechia,kg,311098066,true,311098066,true,,false,,173322,173322
2017,Benin,kg,100,false,100,false,0,false,60276,0,60276
2017,Denmark,kg,5584653,false,5584653,false,0,false,16438754048,,16438754048
2017,Denmark,kg,66922,false,66922,false,0,false,,626458.42,626458.42
2017,Dominican Rep.,kg,87.42,false,87.42,false,0,false,,2809665,2809665
2017,Ecuador,kg,35583,false,34945,false,0,false,291964,288347.96,291964
2017,Ecuador,kg,251385.32,false,248393.32,false,0,false,,159880,159880
2017,El Salvador,kg,116.18,false,116.18,false,0,false,79.67,,79.67
2017,Ethiopia,kg,2,false,2,false,0,false,12882,,12882
2017,Estonia,kg,405837.2,false,405837.2,false,,false,1571151665,,1571151665
2017,Estonia,kg,49,false,49,false,,false,,932401,932401
2017,Finland,kg,1828,false,1828,false,0,false,61232921,,61232921
2017,Finland,kg,180485,true,180485,true,0,false,,28394.56,28394.56
2017,France,kg,1628439,false,1628439,false,,false,4083107377,,4083107377
2017,France,kg,8373475111,true,8373475111,true,,false,,12807956596,12807956596
2017,Gabon,kg,3149,false,3149,false,0,false,8600174,,8600174
2017,Georgia,kg,285,false,285,false,0,false,1388.17,0,1388.17
2017,Georgia,kg,1504140.32,false,1504140.32,false,0,false,0,740247.17,740247.17
2017,Gambia,kg,300,false,300,false,0,false,100826,,100826
2017,State of Palestine,kg,2229849,true,2229849,true,,false,6621.67,,6621.67
2017,Germany,kg,16424519172,true,16424519172,true,0,false,91144618961,,91144618961
2017,Germany,kg,12698642218,true,12698642218,true,0,false,,66322985116,66322985116
2017,Ghana,kg,81.34,false,81.34,false,,false,206243,,206243
2017,Greece,kg,313856801,true,,true,,false,472588191,,472588191
2017,Greece,kg,3200264,false,3200264,false,,false,,1558241654,1558241654
2017,Greenland,kg,8,false,8,false,,false,415.42,,415.42
2017,Grenada,kg,7,false,7,false,0,false,57037,0,57037
2017,Guyana,kg,185.85,false,185.85,false,,false,1371302,,1371302
2017,Honduras,kg,1790.85,false,1790.85,false,,false,4621.06,4240.4,4621.06
2017,"China, Hong Kong SAR",kg,517720,false,517720,false,,false,569314673,,569314673
2017,"China, Hong Kong SAR",kg,365603,false,365603,false,,false,,320194.4,320194.4
2017,Hungary,N/A,0,false,,false,,false,6627421,,6627421
2017,Hungary,N/A,0,false,,false,,false,,6852504,6852504
2017,Iceland,kg,119487,false,119487,false,,false,656713407,633837142,656713407
2017,Iceland,kg,449429,false,449429,false,,false,,965810.41,965810.41
2017,Indonesia,kg,103554,false,103554,false,0,false,328335,0,328335
2017,Indonesia,kg,801.5,false,801.5,false,0,false,0,1405,1405
2017,Iran,kg,2607860,false,2607860,false,,false,17153347,,17153347
2017,Iran,kg,1927075,false,1927075,false,,false,,4963702,4963702
2017,Ireland,kg,1308938,false,1308938,false,0,false,2703224962,0,2703224962
2017,Ireland,kg,5157489,false,5157489,false,0,false,0,7637886209,7637886209
2017,Israel,kg,223599,false,223599,false,,false,,380000,380000
2017,Italy,kg,29236424,false,29236424,false,0,false,249195998534,,249195998534
2017,Italy,kg,10674273,false,10674273,false,0,false,,20208923282,20208923282
2017,C�te d'Ivoire,kg,8777,false,8777,false,0,false,27543154,,27543154
2017,C�te d'Ivoire,kg,9,false,9,false,0,false,,137567,137567
2017,Jamaica,kg,8600.62,false,8600.62,false,,false,9546.37,,9546.37
2017,Japan,kg,4876315,false,4876315,false,0,false,30296149371,0,30296149371
2017,Kazakhstan,kg,1111265.6,false,1111265.6,false,0,false,603228.75,,603228.75
2017,Kazakhstan,kg,9907761.4,false,9907761.4,false,0,false,,5745169.51,5745169.51
2017,Jordan,kg,354565,false,354565,false,,false,,133756366,133756366
2017,Kenya,kg,1990553,false,1990437,false,,false,,3787596668,3787596668
2017,Rep. of Korea,kg,8734686.6,false,8734686.6,false,0,false,89209923,,89209923
2017,Rep. of Korea,kg,712.18,false,712.18,false,0,false,,28699,28699
2017,Kuwait,kg,15933.5,false,15933.5,false,,false,35696723,,35696723
2017,Kuwait,kg,153469,false,153469,false,,false,,48473395,48473395
2017,Kyrgyzstan,kg,173915,false,173915,false,,false,48132,,48132
2017,Kyrgyzstan,kg,2363046,false,2363046,false,,false,,695094,695094
2017,Lebanon,kg,27697.2,true,27697.2,true,0,false,,57822,57822
2017,Lesotho,kg,174532016,true,174532016,true,286779.9,false,58931067,,58931067
2017,Lesotho,kg,2790207.9,false,2790207.9,false,2790207.9,false,,16275753547,16275753547
2017,Latvia,kg,645605,false,645605,false,0,false,3105498717,,3105498717
2017,Latvia,kg,299987,false,299987,false,0,false,,1524429951,1524429951
2017,Libya,kg,3271369,false,3271369,false,0,false,0,2435707,2435707
2017,Lithuania,kg,9659376.96,false,9659376.96,false,0,false,31375929,,31375929
2017,Lithuania,kg,44544,false,44544,false,0,false,,427322,427322
2017,Luxembourg,kg,46.2,false,46.2,false,0,false,1468484,,1468484
2017,Luxembourg,kg,5416,false,5416,false,0,false,,2561.1,2561.1
2017,Madagascar,kg,1473.8,false,1473.8,false,0,false,1657851,,1657851
2017,Malawi,kg,1011,false,1011,false,0,false,2948004,,2948004
2017,Malaysia,kg,4146147.5,false,4146147.5,false,0,false,22843676817,0,22843676817
2017,Malaysia,kg,1718040.3,false,1718040.3,false,0,false,0,18663544414,18663544414
2017,Mali,kg,20000,false,20000,false,,false,38892776,,38892776
2017,Malta,kg,14.6,false,14.6,false,0,false,150179,,150179
2017,Mauritius,kg,579505,false,579505,false,,false,6306054586,,6306054586
2017,Mauritius,kg,9504,false,9504,false,,false,,73961854,73961854
2017,Mexico,N/A,0,false,0,false,0,false,,2051565,2051565
2017,"Other Asia, nes",kg,3190273,false,3190273,false,,false,21049272.23,,21049272.23
2017,"Other Asia, nes",kg,51149,false,51149,false,,false,,270051.74,270051.74
2017,Mongolia,kg,981834.2,false,981834.2,false,,false,259012.04,,259012.04
2017,Mongolia,kg,16053809.61,false,16053809.61,false,,false,,20643023.11,20643023.11
2017,Rep. of Moldova,kg,680844,false,680844,false,,false,598426,,598426
2017,Rep. of Moldova,kg,505574,false,505574,false,,false,,288637,288637
2017,Montenegro,kg,14300,false,14300,false,,false,,4298.63,4298.63
2017,Morocco,kg,277865,false,277865,false,,false,1492320507,,1492320507
